Ontology ID	OccO Label	Skills
OCCO:51609300	upholsterers	Critical Thinking|Reading Comprehension|Time Management|Speaking|Monitoring|Judgment and Decision Making
OCCO:51701100	cabinetmakers and bench carpenters	Operation Monitoring|Quality Control Analysis|Operation and Control|Monitoring|Troubleshooting|Time Management
OCCO:51702100	furniture finishers	Monitoring|Quality Control Analysis|Operation Monitoring|Critical Thinking|Coordination|Time Management
OCCO:51703100	"model makers, wood"	Reading Comprehension|Monitoring|Active Listening|Operations Analysis|Critical Thinking|Time Management
OCCO:51703200	"patternmakers, wood"	Operation and Control|Operations Analysis|Reading Comprehension|Operation Monitoring|Critical Thinking|Complex Problem Solving
OCCO:51704100	"sawing machine setters, operators, and tenders, wood"	Operation Monitoring|Operation and Control|Troubleshooting|Quality Control Analysis|Monitoring|Critical Thinking
OCCO:51704200	"woodworking machine setters, operators, and tenders, except sawing"	Operation Monitoring|Operation and Control|Quality Control Analysis|Monitoring|Troubleshooting|Speaking
OCCO:51801100	nuclear power reactor operators	Reading Comprehension|Operation Monitoring|Operation and Control|Monitoring|Critical Thinking|Active Listening
OCCO:51801200	power distributors and dispatchers	Monitoring|Critical Thinking|Active Listening|Speaking|Reading Comprehension|Operation Monitoring
OCCO:51801300	power plant operators	Operation Monitoring|Operation and Control|Critical Thinking|Speaking|Quality Control Analysis|Active Listening
OCCO:51801303	biomass plant technicians	Operation Monitoring|Operation and Control|Repairing|Quality Control Analysis|Monitoring|Equipment Maintenance
OCCO:51801304	hydroelectric plant technicians	Operation Monitoring|Operation and Control|Critical Thinking|Monitoring|Equipment Maintenance|Troubleshooting
OCCO:51802100	stationary engineers and boiler operators	Operation Monitoring|Operation and Control|Critical Thinking|Troubleshooting|Quality Control Analysis|Monitoring
OCCO:51803100	water and wastewater treatment plant and system operators	Operation Monitoring|Operation and Control|Monitoring|Quality Control Analysis|Troubleshooting|Reading Comprehension
OCCO:51809100	chemical plant and system operators	Operation Monitoring|Operation and Control|Quality Control Analysis|Monitoring|Critical Thinking|Active Listening
OCCO:51809200	gas plant operators	Operation Monitoring|Monitoring|Operation and Control|Quality Control Analysis|Critical Thinking|Judgment and Decision Making
OCCO:51809300	"petroleum pump system operators, refinery operators, and gaugers"	Operation Monitoring|Monitoring|Reading Comprehension|Operation and Control|Writing|Quality Control Analysis
OCCO:51809901	biofuels processing technicians	Operation Monitoring|Operation and Control|Reading Comprehension|Quality Control Analysis|Monitoring|Speaking
OCCO:51901100	chemical equipment operators and tenders	Operation Monitoring|Operation and Control|Monitoring|Reading Comprehension|Judgment and Decision Making|Critical Thinking
OCCO:51901200	"separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders"	Operation Monitoring|Quality Control Analysis|Operation and Control|Monitoring|Critical Thinking|Time Management
OCCO:51902100	"crushing, grinding, and polishing machine setters, operators, and tenders"	Operation Monitoring|Operation and Control|Monitoring|Troubleshooting|Time Management|Speaking
OCCO:51902200	"grinding and polishing workers, hand"	Quality Control Analysis|Operation Monitoring|Operation and Control|Equipment Maintenance|Troubleshooting|Repairing
OCCO:51902300	"mixing and blending machine setters, operators, and tenders"	Operation Monitoring|Operation and Control|Reading Comprehension|Monitoring|Quality Control Analysis|Equipment Maintenance
OCCO:51903100	"cutters and trimmers, hand"	Active Listening|Time Management|Social Perceptiveness|Judgment and Decision Making|Critical Thinking|Speaking
OCCO:51903200	"cutting and slicing machine setters, operators, and tenders"	Operation Monitoring|Operation and Control|Quality Control Analysis|Monitoring|Reading Comprehension|Troubleshooting
OCCO:51904100	"extruding, forming, pressing, and compacting machine setters, operators, and tenders"	Operation Monitoring|Operation and Control|Monitoring|Speaking|Troubleshooting|Reading Comprehension
OCCO:51905100	"furnace, kiln, oven, drier, and kettle operators and tenders"	Operation Monitoring|Speaking|Reading Comprehension|Operation and Control|Monitoring|Critical Thinking
OCCO:51906100	"inspectors, testers, sorters, samplers, and weighers"	Quality Control Analysis|Active Listening|Speaking|Reading Comprehension|Monitoring|Critical Thinking
OCCO:51907106	gem and diamond workers	Quality Control Analysis|Speaking|Active Listening|Monitoring|Critical Thinking|Reading Comprehension
OCCO:51908100	dental laboratory technicians	Reading Comprehension|Time Management|Quality Control Analysis|Critical Thinking|Speaking|Operation Monitoring
OCCO:51908200	medical appliance technicians	Active Listening|Quality Control Analysis|Critical Thinking|Troubleshooting|Speaking|Reading Comprehension
OCCO:51908300	ophthalmic laboratory technicians	Operation and Control|Time Management|Quality Control Analysis|Operation Monitoring|Reading Comprehension|Monitoring
OCCO:51911100	packaging and filling machine operators and tenders	Operation Monitoring|Monitoring|Quality Control Analysis|Coordination|Active Listening|Reading Comprehension
OCCO:51912300	"painting, coating, and decorating workers"	Monitoring|Critical Thinking|Social Perceptiveness|Active Listening|Time Management|Speaking
OCCO:51912400	"coating, painting, and spraying machine setters, operators, and tenders"	Operation Monitoring|Quality Control Analysis|Operation and Control|Monitoring|Troubleshooting|Critical Thinking
OCCO:51915100	photographic process workers and processing machine operators	Operation Monitoring|Monitoring|Active Listening|Reading Comprehension|Quality Control Analysis|Speaking
OCCO:51919100	adhesive bonding machine operators and tenders	Operation and Control|Operation Monitoring|Speaking|Quality Control Analysis|Monitoring|Active Listening
OCCO:51919200	"cleaning, washing, and metal pickling equipment operators and tenders"	Operation and Control|Operation Monitoring|Monitoring|Judgment and Decision Making|Critical Thinking|Time Management
OCCO:51919300	cooling and freezing equipment operators and tenders	Operation Monitoring|Monitoring|Critical Thinking|Operation and Control|Complex Problem Solving|Troubleshooting
OCCO:51919400	etchers and engravers	Critical Thinking|Time Management|Active Listening|Speaking|Operation Monitoring|Reading Comprehension
OCCO:51919503	"stone cutters and carvers, manufacturing"	Judgment and Decision Making|Critical Thinking|Active Listening|Time Management|Speaking|Reading Comprehension
OCCO:51919504	"glass blowers, molders, benders, and finishers"	Quality Control Analysis|Operation Monitoring|Operation and Control|Monitoring|Reading Comprehension|Critical Thinking
OCCO:51919505	"potters, manufacturing"	Operation Monitoring|Operation and Control|Monitoring|Critical Thinking|Active Listening|Speaking
OCCO:51919600	"paper goods machine setters, operators, and tenders"	Operation Monitoring|Operation and Control|Monitoring|Quality Control Analysis|Critical Thinking|Coordination
OCCO:51919700	tire builders	Operation and Control|Operation Monitoring|Active Listening|Time Management|Monitoring|Critical Thinking
OCCO:51919800	helpers--production workers	Monitoring|Active Listening|Speaking|Operation Monitoring|Critical Thinking|Social Perceptiveness
OCCO:53104100	aircraft cargo handling supervisors	Management of Personnel Resources|Critical Thinking|Time Management|Speaking|Monitoring|Active Listening
OCCO:53104200	"first-line supervisors of helpers, laborers, and material movers, hand"	Active Listening|Speaking|Critical Thinking|Coordination|Management of Personnel Resources|Complex Problem Solving
OCCO:53104201	recycling coordinators	Speaking|Management of Personnel Resources|Time Management|Critical Thinking|Coordination|Active Listening
OCCO:53201100	"airline pilots, copilots, and flight engineers"	Operation and Control|Operation Monitoring|Monitoring|Critical Thinking|Active Listening|Speaking
OCCO:53201200	commercial pilots	Operation and Control|Operation Monitoring|Monitoring|Critical Thinking|Active Listening|Judgment and Decision Making
OCCO:53202100	air traffic controllers	Active Listening|Speaking|Judgment and Decision Making|Critical Thinking|Monitoring|Complex Problem Solving
OCCO:53202200	airfield operations specialists	Active Listening|Speaking|Reading Comprehension|Critical Thinking|Monitoring|Coordination
OCCO:53203100	flight attendants	Speaking|Social Perceptiveness|Service Orientation|Active Listening|Monitoring|Coordination
OCCO:53301100	"ambulance drivers and attendants, except emergency medical technicians"	Service Orientation|Critical Thinking|Active Listening|Speaking|Monitoring|Coordination
OCCO:53303100	driver/sales workers	Speaking|Active Listening|Service Orientation|Social Perceptiveness|Critical Thinking|Persuasion
OCCO:53303200	heavy and tractor-trailer truck drivers	Operation and Control|Operation Monitoring|Time Management|Troubleshooting|Speaking|Reading Comprehension
OCCO:53305200	"bus drivers, transit and intercity"	Operation and Control|Operation Monitoring|Time Management|Active Listening|Speaking|Social Perceptiveness
OCCO:53401100	locomotive engineers	Operation and Control|Operation Monitoring|Active Listening|Speaking|Monitoring|Critical Thinking
OCCO:53401300	"rail yard engineers, dinkey operators, and hostlers"	Operation Monitoring|Operation and Control|Speaking|Quality Control Analysis|Monitoring|Complex Problem Solving
OCCO:53403100	railroad conductors and yardmasters	Speaking|Monitoring|Coordination|Critical Thinking|Time Management|Judgment and Decision Making
OCCO:53404100	subway and streetcar operators	Operation and Control|Operation Monitoring|Speaking|Active Listening|Monitoring|Service Orientation
OCCO:53501100	sailors and marine oilers	Operation Monitoring|Operation and Control|Monitoring|Troubleshooting|Repairing|Critical Thinking
OCCO:53502200	motorboat operators	Operation and Control|Operation Monitoring|Speaking|Judgment and Decision Making|Active Listening|Monitoring
OCCO:53503100	ship engineers	Operation Monitoring|Operation and Control|Critical Thinking|Troubleshooting|Equipment Maintenance|Repairing
OCCO:53601100	bridge and lock tenders	Monitoring|Critical Thinking|Speaking|Active Listening|Social Perceptiveness|Operation Monitoring
OCCO:53603100	automotive and watercraft service attendants	Time Management|Speaking|Service Orientation|Operation and Control|Active Listening|Repairing
OCCO:53604100	traffic technicians	Active Listening|Speaking|Reading Comprehension|Judgment and Decision Making|Critical Thinking|Complex Problem Solving
OCCO:53605101	aviation inspectors	Quality Control Analysis|Critical Thinking|Speaking|Operation Monitoring|Writing|Reading Comprehension
OCCO:53605107	"transportation vehicle, equipment and systems inspectors, except aviation"	Quality Control Analysis|Operation Monitoring|Active Listening|Troubleshooting|Speaking|Reading Comprehension
OCCO:53701100	conveyor operators and tenders	Operation Monitoring|Operation and Control|Monitoring|Critical Thinking|Active Listening|Time Management
OCCO:53702100	crane and tower operators	Operation and Control|Operation Monitoring|Critical Thinking|Monitoring|Active Listening|Time Management
OCCO:53703100	dredge operators	Operation and Control|Operation Monitoring|Judgment and Decision Making|Critical Thinking|Coordination|Troubleshooting
OCCO:53704100	hoist and winch operators	Critical Thinking|Operation Monitoring|Monitoring|Time Management|Operation and Control|Active Listening
OCCO:53705100	industrial truck and tractor operators	Operation and Control|Operation Monitoring|Time Management|Equipment Maintenance|Coordination|Troubleshooting
OCCO:53706100	cleaners of vehicles and equipment	Operation and Control|Quality Control Analysis|Operation Monitoring|Time Management|Speaking|Monitoring
OCCO:53706200	"laborers and freight, stock, and material movers, hand"	Operation and Control|Critical Thinking|Coordination|Speaking|Reading Comprehension|Operation Monitoring
OCCO:53706204	recycling and reclamation workers	Operation and Control|Operation Monitoring|Monitoring|Active Listening|Speaking|Quality Control Analysis
OCCO:53706300	machine feeders and offbearers	Operation Monitoring|Monitoring|Troubleshooting|Speaking|Reading Comprehension|Quality Control Analysis
OCCO:53706400	"packers and packagers, hand"	Monitoring|Speaking|Critical Thinking|Coordination|Active Listening|Reading Comprehension
OCCO:53707100	gas compressor and gas pumping station operators	Operation Monitoring|Operation and Control|Critical Thinking|Active Listening|Quality Control Analysis|Equipment Maintenance
OCCO:53707200	"pump operators, except wellhead pumpers"	Operation Monitoring|Monitoring|Operation and Control|Critical Thinking|Writing|Reading Comprehension
OCCO:53707300	wellhead pumpers	Operation Monitoring|Operation and Control|Repairing|Monitoring|Critical Thinking|Speaking
OCCO:53708100	refuse and recyclable material collectors	Operation and Control|Speaking|Operation Monitoring|Equipment Maintenance|Critical Thinking|Coordination
OCCO:53712100	"tank car, truck, and ship loaders"	Operation Monitoring|Operation and Control|Monitoring|Coordination|Writing|Time Management
