Ontology ID	LABEL	Entity type	SubClass Of [NAMED]	alternative term	definition	definition source	Reference web link (top ability)	term editor	desposition	role	SubProperty Of
OCCO:51907106	gem or diamond worker	Class	jeweler or precious stone or metal worker (broad)	Gem and Diamond Workers	"Fabricate, finish, or evaluate the quality of gems and diamonds used in jewelry or industrial tools."		https://www.bls.gov/oes/current/oes519071.htm	Sam Smith|Oliver He			
OCCO:51908100	dental laboratory technician	Class	dental or ophthalmic laboratory technician or medical appliance technician	Dental Laboratory Technicians	Construct and repair full or partial dentures or dental appliances.		https://www.bls.gov/oes/current/oes519081.htm	Sam Smith|Oliver He			
OCCO:51908200	medical appliance technician	Class	dental or ophthalmic laboratory technician or medical appliance technician	Medical Appliance Technicians	"Construct, maintain, or repair medical supportive devices such as braces, orthotics and prosthetic devices, joints, arch supports, and other surgical and medical appliances."		https://www.bls.gov/oes/current/oes519082.htm	Sam Smith|Oliver He			
OCCO:51908300	ophthalmic laboratory technician	Class	dental or ophthalmic laboratory technician or medical appliance technician	Ophthalmic Laboratory Technicians	"Cut, grind, and polish eyeglasses, contact lenses, or other precision optical elements. Assemble and mount lenses into frames or process other optical elements. Includes precision lens polishers or grinders, centerer-edgers, and lens mounters."		https://www.bls.gov/oes/current/oes519083.htm	Sam Smith|Oliver He			
OCCO:51911100	packaging or filling machine operator or tender	Class	packaging or filling machine operator or tender (broad)	Packaging and Filling Machine Operators and Tenders	Operate or tend machines to prepare industrial or consumer products for storage or shipment. Includes cannery workers who pack food products.		https://www.bls.gov/oes/current/oes519111.htm	Sam Smith|Oliver He			
OCCO:51912300	"painting, coating, or decorating worker"	Class	painting worker	"Painting, Coating, and Decorating Workers"	"Paint, coat, or decorate articles, such as furniture, glass, plateware, pottery, jewelry, toys, books, or leather."		https://www.bls.gov/oes/current/oes519123.htm	Sam Smith|Oliver He			
OCCO:51912400	"coating, painting, or spraying machine setter, operator, or tender"	Class	painting worker	"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"	"Set up, operate, or tend spraying or rolling machines to coat or paint any of a wide variety of products, including glassware, cloth, ceramics, metal, plastic, paper, or wood, with lacquer, silver, copper, rubber, varnish, glaze, enamel, oil, or rust-proofing materials. Includes painters of transportation vehicles such as painters in auto body repair facilities."		https://www.bls.gov/oes/current/oes519124.htm	Sam Smith|Oliver He			
OCCO:51915100	photographic process worker or processing machine operator	Class	photographic process worker or processing machine operator (broad)	Photographic Process Workers and Processing Machine Operators	Perform work involved in developing and processing photographic images from film or digital media. May perform precision tasks such as editing photographic negatives and prints.		https://www.bls.gov/oes/current/oes519151.htm	Sam Smith|Oliver He			
OCCO:51919100	adhesive bonding machine operator or tender	Class	miscellaneous production worker	Adhesive Bonding Machine Operators and Tenders	"Operate or tend bonding machines that use adhesives to join items for further processing or to form a completed product. Processes include joining veneer sheets into plywood; gluing paper; or joining rubber and rubberized fabric parts, plastic, simulated leather, or other materials."		https://www.bls.gov/oes/current/oes519191.htm	Sam Smith|Oliver He			
OCCO:51919200	"cleaning, washing, or metal pickling equipment operator or tender"	Class	miscellaneous production worker	"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"	"Operate or tend machines to wash or clean products, such as barrels or kegs, glass items, tin plate, food, pulp, coal, plastic, or rubber, to remove impurities."		https://www.bls.gov/oes/current/oes519192.htm	Sam Smith|Oliver He			
OCCO:51919300	cooling or freezing equipment operator or tender	Class	miscellaneous production worker	Cooling and Freezing Equipment Operators and Tenders	"Operate or tend equipment such as cooling and freezing units, refrigerators, batch freezers, and freezing tunnels, to cool or freeze products, food, blood plasma, and chemicals."		https://www.bls.gov/oes/current/oes519193.htm	Sam Smith|Oliver He			
OCCO:51919400	etcher or engraver	Class	miscellaneous production worker	Etchers and Engravers	"Engrave or etch metal, wood, rubber, or other materials. Includes such workers as etcher-circuit processors, pantograph engravers, and silk screen etchers."		https://www.bls.gov/oes/current/oes519194.htm	Sam Smith|Oliver He			
OCCO:51919503	"stone cutter or carver, manufacturing"	Class	miscellaneous production worker	"Stone Cutters and Carvers, Manufacturing"	Cut or carve stone according to diagrams and patterns.		https://www.bls.gov/oes/current/oes519195.htm	Sam Smith|Oliver He			
OCCO:51919504	"glass blower, molder, bender, or finisher"	Class	miscellaneous production worker	"Glass Blowers, Molders, Benders, and Finishers"	Shape molten glass according to patterns.		https://www.bls.gov/oes/current/oes519195.htm	Sam Smith|Oliver He			
OCCO:51919505	"potter, manufacturing"	Class	miscellaneous production worker	"Potters, Manufacturing"	"Operate production machines such as pug mill, jigger machine, or potter's wheel to process clay in manufacture of ceramic, pottery and stoneware products."		https://www.bls.gov/oes/current/oes519195.htm	Sam Smith|Oliver He			
OCCO:51919600	"paper goods machine setter, operator, or tender"	Class	miscellaneous production worker	"Paper Goods Machine Setters, Operators, and Tenders"	"Set up, operate, or tend paper goods machines that perform a variety of functions, such as converting, sawing, corrugating, banding, wrapping, boxing, stitching, forming, or sealing paper or paperboard sheets into products."		https://www.bls.gov/oes/current/oes519196.htm	Sam Smith|Oliver He			
OCCO:51919700	tire builder	Class	miscellaneous production worker	Tire Builders	Operate machines to build tires.		https://www.bls.gov/oes/current/oes519197.htm	Sam Smith|Oliver He			
OCCO:51919800	helpers--production worker	Class	miscellaneous production worker	Helpers--Production Workers	"Help production workers by performing duties requiring less skill. Duties include supplying or holding materials or tools, and cleaning work area and equipment."		https://www.bls.gov/oes/current/oes519198.htm	Sam Smith|Oliver He			
OCCO:53104100	aircraft cargo handling supervisor	Class	first-line supervisor of transportation or material moving worker	Aircraft Cargo Handling Supervisors	"Supervise and coordinate the activities of ground crew in the loading, unloading, securing, and staging of aircraft cargo or baggage. May determine the quantity and orientation of cargo and compute aircraft center of gravity. May accompany aircraft as member of flight crew and monitor and handle cargo in flight, and assist and brief passengers on safety and emergency procedures. Includes loadmasters."		https://www.bls.gov/oes/current/oes531041.htm	Sam Smith|Oliver He			
OCCO:53104200	"first-line supervisor of helpers, laborer, or material mover, hand"	Class	first-line supervisor of transportation or material moving worker	"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand"	"Directly supervise and coordinate the activities of helpers, laborers, or material movers, hand."		https://www.bls.gov/oes/current/oes531042.htm	Sam Smith|Oliver He			
OCCO:53104201	recycling coordinator	Class	first-line supervisor of transportation or material moving worker	Recycling Coordinators	Supervise curbside and drop-off recycling programs for municipal governments or private firms.		https://www.bls.gov/oes/current/oes531042.htm	Sam Smith|Oliver He			
OCCO:53201100	"airline pilot, copilot, or flight engineer"	Class	aircraft pilot or flight engineer	"Airline Pilots, Copilots, and Flight Engineers"	"Pilot and navigate the flight of fixed-wing aircraft, usually on scheduled air carrier routes, for the transport of passengers and cargo. Requires Federal Air Transport certificate and rating for specific aircraft type used. Includes regional, national, and international airline pilots and flight instructors of airline pilots."		https://www.bls.gov/oes/current/oes532011.htm	Sam Smith|Oliver He			
OCCO:53201200	commercial pilot	Class	aircraft pilot or flight engineer	Commercial Pilots	"Pilot and navigate the flight of fixed-wing aircraft on nonscheduled air carrier routes, or helicopters. Requires Commercial Pilot certificate. Includes charter pilots with similar certification, and air ambulance and air tour pilots. Excludes regional, national, and international airline pilots."		https://www.bls.gov/oes/current/oes532012.htm	Sam Smith|Oliver He			
OCCO:53202100	air traffic controller	Class	air traffic controller or airfield operations specialist	Air Traffic Controllers	"Control air traffic on and within vicinity of airport, and movement of air traffic between altitude sectors and control centers, according to established procedures and policies. Authorize, regulate, and control commercial airline flights according to government or company regulations to expedite and ensure flight safety."		https://www.bls.gov/oes/current/oes532021.htm	Sam Smith|Oliver He			
OCCO:53202200	airfield operations specialist	Class	air traffic controller or airfield operations specialist	Airfield Operations Specialists	"Ensure the safe takeoff and landing of commercial and military aircraft. Duties include coordination between air-traffic control and maintenance personnel, dispatching, using airfield landing and navigational aids, implementing airfield safety procedures, monitoring and maintaining flight records, and applying knowledge of weather information."		https://www.bls.gov/oes/current/oes532022.htm	Sam Smith|Oliver He			
OCCO:53203100	flight attendant	Class	flight attendant (broad)	Flight Attendants	"Monitor safety of the aircraft cabin. Provide services to airline passengers, explain safety information, serve food and beverages, and respond to emergency incidents."		https://www.bls.gov/oes/current/oes532031.htm	Sam Smith|Oliver He			
OCCO:53301100	"ambulance driver or attendant, except emergency medical technician"	Class	"ambulance driver or attendant, except emergency medical technician (broad)"	"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"	"Drive ambulance or assist ambulance driver in transporting sick, injured, or convalescent persons. Assist in lifting patients."		https://www.bls.gov/oes/current/oes533011.htm	Sam Smith|Oliver He			
OCCO:53303100	driver/sales worker	Class	driver/sales worker or truck driver	Driver/Sales Workers	"Drive truck or other vehicle over established routes or within an established territory and sell or deliver goods, such as food products, including restaurant take-out items, or pick up or deliver items such as commercial laundry. May also take orders, collect payment, or stock merchandise at point of delivery."		https://www.bls.gov/oes/current/oes533031.htm	Sam Smith|Oliver He			
OCCO:53303200	heavy or tractor-trailer truck driver	Class	driver/sales worker or truck driver	Heavy and Tractor-Trailer Truck Drivers	"Drive a tractor-trailer combination or a truck with a capacity of at least 26,001 pounds Gross Vehicle Weight (GVW). May be required to unload truck. Requires commercial drivers' license. Includes tow truck drivers."		https://www.bls.gov/oes/current/oes533032.htm	Sam Smith|Oliver He			
OCCO:53305200	"bus driver, transit or intercity"	Class	passenger vehicle driver	"Bus Drivers, Transit and Intercity"	"Drive bus or motor coach, including regular route operations, charters, and private carriage. May assist passengers with baggage. May collect fares or tickets."		https://www.bls.gov/oes/current/oes533052.htm	Sam Smith|Oliver He			
OCCO:53401100	locomotive engineer	Class	locomotive engineer or operator	Locomotive Engineers	"Drive electric, diesel-electric, steam, or gas-turbine-electric locomotives to transport passengers or freight. Interpret train orders, electronic or manual signals, and railroad rules and regulations."		https://www.bls.gov/oes/current/oes534011.htm	Sam Smith|Oliver He			
OCCO:53401300	"rail yard engineer, dinkey operator, or hostler"	Class	locomotive engineer or operator	"Rail Yard Engineers, Dinkey Operators, and Hostlers"	"Drive switching or other locomotive or dinkey engines within railroad yard, industrial plant, quarry, construction project, or similar location."		https://www.bls.gov/oes/current/oes534013.htm	Sam Smith|Oliver He			
OCCO:53403100	railroad conductor or yardmaster	Class	railroad conductor or yardmaster (broad)	Railroad Conductors and Yardmasters	"Coordinate activities of switch-engine crew within railroad yard, industrial plant, or similar location. Conductors coordinate activities of train crew on passenger or freight trains. Yardmasters review train schedules and switching orders and coordinate activities of workers engaged in railroad traffic operations, such as the makeup or breakup of trains and yard switching."		https://www.bls.gov/oes/current/oes534031.htm	Sam Smith|Oliver He			
OCCO:53404100	subway or streetcar operator	Class	subway or streetcar operator (broad)	Subway and Streetcar Operators	"Operate subway or elevated suburban trains with no separate locomotive, or electric-powered streetcar, to transport passengers. May handle fares."		https://www.bls.gov/oes/current/oes534041.htm	Sam Smith|Oliver He			
OCCO:53501100	sailor or marine oiler	Class	sailor or marine oiler (broad)	Sailors and Marine Oilers	"Stand watch to look for obstructions in path of vessel, measure water depth, turn wheel on bridge, or use emergency equipment as directed by captain, mate, or pilot. Break out, rig, overhaul, and store cargo-handling gear, stationary rigging, and running gear. Perform a variety of maintenance tasks to preserve the painted surface of the ship and to maintain line and ship equipment. Must hold government-issued certification and tankerman certification when working aboard liquid-carrying vessels. Includes able seamen and ordinary seamen."		https://www.bls.gov/oes/current/oes535011.htm	Sam Smith|Oliver He			
OCCO:53502200	motorboat operator	Class	ship or boat captain or operator	Motorboat Operators	Operate small motor-driven boats. May assist in navigational activities.		https://www.bls.gov/oes/current/oes535022.htm	Sam Smith|Oliver He			
OCCO:53503100	ship engineer	Class	ship engineer (broad)	Ship Engineers	"Supervise and coordinate activities of crew engaged in operating and maintaining engines, boilers, deck machinery, and electrical, sanitary, and refrigeration equipment aboard ship."		https://www.bls.gov/oes/current/oes535031.htm	Sam Smith|Oliver He			
OCCO:53601100	bridge or lock tender	Class	bridge or lock tender (broad)	Bridge and Lock Tenders	"Operate and tend bridges, canal locks, and lighthouses to permit marine passage on inland waterways, near shores, and at danger points in waterway passages. May supervise such operations. Includes drawbridge operators, lock operators, and slip bridge operators."		https://www.bls.gov/oes/current/oes536011.htm	Sam Smith|Oliver He			
OCCO:53603100	automotive or watercraft service attendant	Class	transportation service attendant	Automotive and Watercraft Service Attendants	"Service automobiles, buses, trucks, boats, and other automotive or marine vehicles with fuel, lubricants, and accessories. Collect payment for services and supplies. May lubricate vehicle, change motor oil, refill antifreeze, or replace lights or other accessories, such as windshield wiper blades or fan belts. May repair or replace tires."		https://www.bls.gov/oes/current/oes536031.htm	Sam Smith|Oliver He			
OCCO:53604100	traffic technician	Class	traffic technician (broad)	Traffic Technicians	"Conduct field studies to determine traffic volume, speed, effectiveness of signals, adequacy of lighting, and other factors influencing traffic conditions, under direction of traffic engineer."		https://www.bls.gov/oes/current/oes536041.htm	Sam Smith|Oliver He			
OCCO:53605101	aviation inspector	Class	transportation inspector (broad)	Aviation Inspectors	"Inspect aircraft, maintenance procedures, air navigational aids, air traffic controls, and communications equipment to ensure conformance with Federal safety regulations."		https://www.bls.gov/oes/current/oes536051.htm	Sam Smith|Oliver He			
OCCO:53605107	"transportation vehicle, equipment or systems inspector, except aviation"	Class	transportation inspector (broad)	"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation"	"Inspect and monitor transportation equipment, vehicles, or systems to ensure compliance with regulations and safety standards."		https://www.bls.gov/oes/current/oes536051.htm	Sam Smith|Oliver He			
OCCO:53701100	conveyor operator or tender	Class	conveyor operator or tender (broad)	Conveyor Operators and Tenders	"Control or tend conveyors or conveyor systems that move materials or products to and from stockpiles, processing stations, departments, or vehicles. May control speed and routing of materials or products."		https://www.bls.gov/oes/current/oes537011.htm	Sam Smith|Oliver He			
OCCO:53702100	crane or tower operator	Class	crane or tower operator (broad)	Crane and Tower Operators	"Operate mechanical boom and cable or tower and cable equipment to lift and move materials, machines, or products in many directions."		https://www.bls.gov/oes/current/oes537021.htm	Sam Smith|Oliver He			
OCCO:53703100	dredge operator	Class	dredge operator (broad)	Dredge Operators	"Operate dredge to remove sand, gravel, or other materials in order to excavate and maintain navigable channels in waterways."		https://www.bls.gov/oes/current/oes537031.htm	Sam Smith|Oliver He			
OCCO:53704100	hoist or winch operator	Class	hoist or winch operator (broad)	Hoist and Winch Operators	Operate or tend hoists or winches to lift and pull loads using power-operated cable equipment.		https://www.bls.gov/oes/current/oes537041.htm	Sam Smith|Oliver He			
OCCO:53705100	industrial truck or tractor operator	Class	industrial truck or tractor operator (broad)	Industrial Truck and Tractor Operators	"Operate industrial trucks or tractors equipped to move materials around a warehouse, storage yard, factory, construction site, or similar location."		https://www.bls.gov/oes/current/oes537051.htm	Sam Smith|Oliver He			
OCCO:53706100	cleaner of vehicles or equipment	Class	laborer or material mover	Cleaners of Vehicles and Equipment	"Wash or otherwise clean vehicles, machinery, and other equipment. Use such materials as water, cleaning agents, brushes, cloths, and hoses."		https://www.bls.gov/oes/current/oes537061.htm	Sam Smith|Oliver He			
OCCO:53706200	"laborer or freight, stock, or material movers, hand"	Class	laborer or material mover	"Laborers and Freight, Stock, and Material Movers, Hand"	"Manually move freight, stock, luggage, or other materials, or perform other general labor. Includes all manual laborers not elsewhere classified."		https://www.bls.gov/oes/current/oes537062.htm	Sam Smith|Oliver He			
OCCO:53706204	recycling or reclamation worker	Class	laborer or material mover	Recycling and Reclamation Workers	Prepare and sort materials or products for recycling. Identify and remove hazardous substances. Dismantle components of products such as appliances.		https://www.bls.gov/oes/current/oes537062.htm	Sam Smith|Oliver He			
OCCO:53706300	machine feeder or offbearer	Class	laborer or material mover	Machine Feeders and Offbearers	Feed materials into or remove materials from machines or equipment that is automatic or tended by other workers.		https://www.bls.gov/oes/current/oes537063.htm	Sam Smith|Oliver He			
OCCO:53706400	"packer or packager, hand"	Class	laborer or material mover	"Packers and Packagers, Hand"	Pack or package by hand a wide variety of products and materials.		https://www.bls.gov/oes/current/oes537064.htm	Sam Smith|Oliver He			
OCCO:53707100	gas compressor or gas pumping station operator	Class	pumping station operator	Gas Compressor and Gas Pumping Station Operators	"Operate steam-, gas-, electric motor-, or internal combustion-engine driven compressors. Transmit, compress, or recover gases, such as butane, nitrogen, hydrogen, and natural gas."		https://www.bls.gov/oes/current/oes537071.htm	Sam Smith|Oliver He			
OCCO:53707200	"pump operator, except wellhead pumper"	Class	pumping station operator	"Pump Operators, Except Wellhead Pumpers"	"Tend, control, or operate power-driven, stationary, or portable pumps and manifold systems to transfer gases, oil, other liquids, slurries, or powdered materials to and from various vessels and processes."		https://www.bls.gov/oes/current/oes537072.htm	Sam Smith|Oliver He			
OCCO:53707300	wellhead pumper	Class	pumping station operator	Wellhead Pumpers	Operate power pumps and auxiliary equipment to produce flow of oil or gas from wells in oil field.		https://www.bls.gov/oes/current/oes537073.htm	Sam Smith|Oliver He			
OCCO:53708100	refuse or recyclable material collector	Class	refuse or recyclable material collector (broad)	Refuse and Recyclable Material Collectors	Collect and dump refuse or recyclable materials from containers into truck. May drive truck.		https://www.bls.gov/oes/current/oes537081.htm	Sam Smith|Oliver He			
OCCO:53712100	"tank car, truck, or ship loader"	Class	"tank car, truck, or ship loader (broad)"	"Tank Car, Truck, and Ship Loaders"	"Load and unload chemicals and bulk solids, such as coal, sand, and grain, into or from tank cars, trucks, or ships, using material moving equipment. May perform a variety of other tasks relating to shipment of products. May gauge or sample shipping tanks and test them for leaks."		https://www.bls.gov/oes/current/oes537121.htm	Sam Smith|Oliver He			
OCCO:00000002	top occupation abilities	Annotation property			An annotation property that provides the information of the top and imporant abilities associated with an occupation			Sam Smtih|Oliver He			
OCCO:00000005	top occupation skills	Annotation property			An annotation property that provides the information of the top and imporant skills associated with an occupation			Sam Smtih|Oliver He			
OCCO:00000008	US SOC ID	Annotation property		US Standard Occupational Classification (SOC) ID		https://www.bls.gov/oes/current/oes_stru.htm|https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:00000001	occupation holder	Class	Homo sapiens		"A human who has a role in society that is realized in an occupation process or an activity as a livelihood (i.e., “means of support or subsistence”). To fulfill such an occupation, the occupation holder is required to have necessary capabilities including skill(s) and abilities. A human who has a role in society that is realized in an occupation process or an activity as a livelihood (i.e., “means of support or subsistence”). To fulfill such an occupation, the occupation holder is required to have necessary capabilities including skill(s) and abilities."	https://en.wikipedia.org/wiki/Work_(human_activity)|https://www.merriam-webster.com/dictionary/occupation		Sam Smith|Damion Dooley|Eric Merrell|John Beverley|Yongqun He	occupation disposition	job role	
OCCO:00000003	skill	Class	capability		"A learned capability to perform an action with determined results with good execution often within a given amount of time, energy, or both."	https://en.wikipedia.org/wiki/Skill		Sam Smith|Oliver He			
OCCO:00000004	ability	Class	capability		A capability that an agent has to power the performance of various actions.	https://en.wikipedia.org/wiki/Ability		Sam Smith|Oliver He			
OCCO:00000007	occupation holder with job zone 5	Class	occupation holder		An occupation holder with the job zone number of 5.			Sam Smith|Oliver He			
OCCO:00000011	capability	Class	disposition		A disposition that can be evaluated on the basis of how well they are realized. They differ from functions in that their realizations are not the rationale – not the primary reason – for the existence of their bearers.	https://philpapers.org/rec/MERC-14		Eric Merrell|David Limbaugh|Peter Koch|Barry Smith			
OCCO:00000014	job zone	Class	data item		"A job zone is a class of data item that defines: how much education people need to do the work, how much related experience people need to do the work, and how much on-the-job training people need to do the work."	https://www.onetonline.org/help/online/zones		Sam Smith|Oliver He			
OCCO:00000015	job zone 1	Class	job zone	JZ 1 - Very Low	Occupations that need little or no preparation	https://www.onetonline.org/help/online/zones		Sam Smith|Oliver He			
OCCO:00000016	job zone 2	Class	job zone	JZ 2 - Low	Occupations that need some preparation	https://www.onetonline.org/help/online/zones		Sam Smith|Oliver He			
OCCO:00000017	job zone 3	Class	job zone	JZ 3 - Medium	Occupations that need medium preparation	https://www.onetonline.org/help/online/zones		Sam Smith|Oliver He			
OCCO:00000018	job zone 4	Class	job zone	JZ 4 - High	Occupations that need considerable preparation	https://www.onetonline.org/help/online/zones		Sam Smith|Oliver He			
OCCO:00000019	job zone 5	Class	job zone	JZ 5 - Very High	Occupations that need extensive preparation	https://www.onetonline.org/help/online/zones		Sam Smith|Oliver He			
OCCO:00000055	occupation holder with job zone 4	Class	occupation holder		An occupation holder with the job zone number of 4.			Sam Smith|Oliver He			
OCCO:00000056	occupation holder with job zone 3	Class	occupation holder		An occupation holder with the job zone number of 3.			Sam Smith|Oliver He			
OCCO:00000057	occupation holder with job zone 2	Class	occupation holder		An occupation holder with the job zone number of 2.			Sam Smith|Oliver He			
OCCO:00000058	occupation holder with job zone 1	Class	occupation holder		An occupation holder with the job zone number of 1.			Sam Smith|Oliver He			
OCCO:00000112	regulated occupation activity	Class	occupation activity	regulated occupation|socially-sanctioned occupation activity	An occupation activity which the occupation holder must be authorized to perform in a given jurisdiction (timeframe etc).	https://journals.sagepub.com/doi/pdf/10.1177/102490790301000310		Matt Diller|Oliver He|Sam Smith			
OCCO:00000113	illicit occupation activity	Class	occupation activity	illicit occupation	An occupation activity which is illegal or ostracized in a given jurisdiction.			Matt Diller|Oliver He|Sam Smith			
OCCO:00000114	holder of regulated occupation activity	Class	occupation holder	holder of regulated occupation	A person who is the bearer of a disposition to perform a socially-sanctioned occupation activity			Matt Diller|Oliver He|Sam Smith			
OCCO:00000115	holder of illicit occupation activity	Class	occupation holder	holder of illicit occupation|holder of socially-sanctioned occupation|holder of socially-sanctioned occupation acitivity	A person who is the bearer of a disposition to perform a socially-sanctioned occupation acitivity.			Matt Diller|Oliver He|Sam Smith			
OCCO:11000000	management occupation	Class	occupation holder	Management Occupations		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11100000	top executive	Class	management occupation	Top Executives		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11101000	chief executive (broad)	Class	top executive	Chief Executives		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11102000	general or operations manager (broad)	Class	top executive	General and Operations Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11103000	legislator (broad)	Class	top executive	Legislators		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11103100	legislator	Class	legislator (broad)	Legislators	"Develop, introduce, or enact laws and statutes at the local, tribal, state, or federal level. Includes only workers in elected positions."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11200000	"advertising, marketing, promotions, public relations, or sales manager"	Class	management occupation	"Advertising, Marketing, Promotions, Public Relations, and Sales Managers"		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11201000	advertising or promotions manager (broad)	Class	"advertising, marketing, promotions, public relations, or sales manager"	Advertising and Promotions Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11202000	marketing or sales manager	Class	"advertising, marketing, promotions, public relations, or sales manager"	Marketing and Sales Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11203000	public relations or fundraising manager	Class	"advertising, marketing, promotions, public relations, or sales manager"	Public Relations and Fundraising Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11203200	public relations manager	Class	public relations or fundraising manager	Public Relations Managers	"Plan, direct, or coordinate activities designed to create or maintain a favorable public image or raise issue awareness for their organization or client."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11203300	fundraising manager	Class	public relations or fundraising manager	Fundraising Managers	"Plan, direct, or coordinate activities to solicit and maintain funds for special projects or nonprofit organizations."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11300000	operations specialties manager	Class	management occupation	Operations Specialties Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11301000	administrative services or facilities manager	Class	operations specialties manager	Administrative Services and Facilities Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11301300	facilities manager	Class	administrative services or facilities manager	Facilities Managers	"Plan, direct, or coordinate operations and functionalities of facilities and buildings. May include surrounding grounds or multiple facilities of an organization's campus."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11302000	computer or information systems manager (broad)	Class	operations specialties manager	Computer and Information Systems Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11303000	financial manager (broad)	Class	operations specialties manager	Financial Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11303100	financial manager	Class	financial manager (broad)	Financial Managers	"Plan, direct, or coordinate accounting, investing, banking, insurance, securities, and other financial activities of a branch, office, or department of an establishment."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11305000	industrial production manager (broad)	Class	operations specialties manager	Industrial Production Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11306000	purchasing manager (broad)	Class	operations specialties manager	Purchasing Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11307000	"transportation, storage, or distribution manager (broad)"	Class	operations specialties manager	"Transportation, Storage, and Distribution Managers"		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11307100	"transportation, storage, or distribution manager"	Class	"transportation, storage, or distribution manager (broad)"	"Transportation, Storage, and Distribution Managers"	"Plan, direct, or coordinate transportation, storage, or distribution activities in accordance with organizational policies and applicable government laws or regulations. Includes logistics managers."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11311000	compensation or benefits manager (broad)	Class	operations specialties manager	Compensation and Benefits Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11312000	human resources manager (broad)	Class	operations specialties manager	Human Resources Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11313000	training or development manager (broad)	Class	operations specialties manager	Training and Development Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11900000	other management occupation	Class	management occupation	Other Management Occupations		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11901000	"farmer, rancher, or other agricultural manager"	Class	other management occupation	"Farmers, Ranchers, and Other Agricultural Managers"		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11901300	"farmer, rancher or other agricultural manager"	Class	"farmer, rancher, or other agricultural manager"	"Farmers, Ranchers, and Other Agricultural Managers"	"Plan, direct, or coordinate the management or operation of farms, ranches, greenhouses, aquacultural operations, nurseries, timber tracts, or other agricultural establishments. May hire, train, and supervise farm workers or contract for services to carry out the day-to-day activities of the managed operation. May engage in or supervise planting, cultivating, harvesting, and financial and marketing activities."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11902000	construction manager (broad)	Class	other management occupation	Construction Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11903000	education or childcare administrator	Class	other management occupation	Education and Childcare Administrators		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11903100	"education or childcare administrator, preschool or daycare"	Class	education or childcare administrator	"Education and Childcare Administrators, Preschool and Daycare"	"Plan, direct, or coordinate academic or nonacademic activities of preschools or childcare centers and programs, including before- and after-school care."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11903200	"education administrator, kindergarten through secondary"	Class	education or childcare administrator	"Education Administrators, Kindergarten through Secondary"	"Plan, direct, or coordinate the academic, administrative, or auxiliary activities of kindergarten, elementary, or secondary schools."	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11903900	"education administrator, all other"	Class	education or childcare administrator	"Education Administrators, All Other"	All education administrators not listed separately.	https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11904000	architectural or engineering manager (broad)	Class	other management occupation	Architectural and Engineering Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11905000	food service manager (broad)	Class	other management occupation	Food Service Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
OCCO:11907000	entertainment or recreation manager	Class	other management occupation	Entertainment and Recreation Managers		https://www.bls.gov/soc/		Sam Smith|Oliver He			
